marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	18623929	R2Z1254OVOJG5Z	B00FR9WD7M	467063314	DSTE BP-110 Battery + DC116 Travel and Car Charger Adapter for Canon iVIS HF R21 LEGRIA HF R205 R206 R26 R27 R28 R20 R200 R21 Digital Camera as BP-110F	Camera	5	0	0	N	Y	Works Exactly Like Oringinal!	Charged & tested, works like my orinal Canon battery! No &#34;unknown battery&#34; errors that then die after 5 minutes or less like the Wasabi  brand does. Can't wait to buy more now!	2015-05-09
US	4988690	R3IIZJODHUW9IT	B002NUP0D2	624477835	Fujifilm INSTAX 210 Instant Photo Camera	Camera	5	0	4	N	Y	Instax 210 shipping review!	I bought the Instax 210, along with a case and film about 3 weeks ago and it said on my receipt that the order would arrive march 13 2013; however it got to me earlier! Apparently it came in the 11th of march, so it had been sitting in the box office waiting for me.<br />The camera was in good shape, I had no difficulties putting in the film or taking pictures and it's very easy to figure out how to use! I definitely recommend that you by a case so that your camera won't scratch or brake etc. I should also point out that the camera is big, but if you're not bothered you'll love it anyways!<br />BUY IT, hopefully you won't regret it! I most certainly don't!	2013-03-14
US	19305095	RURMP861CWCWE	B00GU3HV26	897080171	2 Li-on Canon BP-827 3400mAh Li-Ion Rechargeable Camcorder Battery for Canon VIXIA HF10 HF11 HF20 HF200 HF S10 S11 S100 S20 S21 S200 S30 G10 & eCostConnection Microfiber Cloth	Camera	4	1	1	N	Y	but I expect it to be superior to original battery	The cost of two batteries was economical.  The EXTENDED (3400mAh) has not as of yet been tested, but I expect it to be superior to original battery.  Because this battery has a much larger milliAmp rating it is larger than the original.  Consequently, it does not fit into the space of the original, but that's O.K.  Because it is larger it weighs more but the additional weight is not noticible.	2015-06-17
US	21636143	R1F9G066GXJ87L	B00JUESVZI	322524864	Pocket Credit Size Memory Card Holder	Camera	5	0	0	N	Y	Need an inexpensive hard-case for memory cards?	This is just perfect!  Got this one for my wife, she's not as hard on gear as I am (I use Pelican cases, I'm used to chucking them out of C-130s at 5,000' AGL.)  But waterproof, impact-resistant, and cushioned?  For the average user, this will serve neatly!	2015-04-19
US	33697460	RQE3FLZ8IIQ6B	B000OD7178	672748595	50 Pcs of Tenergy CR123A Lithium Photo Batteries, High capacity 1300mAh	Camera	5	0	0	N	Y	Great Service	Ordered product one day and it arrived the next day... Exactly as advertised (brand new, excellent condition, excellent care in shipping).	2009-10-26
US	10850554	R1G32REZUN5QVO	B001G5ZTWM	621034053	Canon Powershot SD990IS 14.7MP Digital Camera with 3.7x Optical Image Stabilized Zoom	Camera	5	4	4	N	N	Perfect in all sense	I've been using this for little over month now and very impressed with the quality of images and video from this SD990.  Video quality is good and best thing is you can zoom while shooting in video mode.  Amazon purchase experience was great as always.	2009-06-03
US	24119158	R1G6VTAKW9D9QG	B00420LJMC	707622539	Nikon D3100 14.2MP Digital SLR Camera with 18-55mm f/3.5-5.6 AF-S DX VR Nikkor Zoom Lens + EN-EL14 Battery + Nikon Filter + 16GB Deluxe Accessory Kit	Camera	4	0	0	N	N	very good	I am reviewing for my daughter as this was a gift for her.  She loves the camera and all the items that came with it.  If she goes on to school for photography, she will already have at least one of the cameras that are required.	2012-01-17
US	50355007	R2S18A2IS5IBN8	B00908BMVE	387470763	Canon PowerShot SX500 IS 16.0 MP Digital Camera with 30x Wide-Angle Optical Image Stabilized Zoom and 3.0-Inch LCD (Black) (OLD MODEL)	Camera	5	0	0	N	Y	Digi Photo	Product appears to be a good quality product that is well made.  I would recommend this product to others who have need for this type of equipment.	2014-11-21
US	18114834	R2J5EVITHWW2ZI	B000V1MLBE	982189003	Flip Video Ultra Series Camcorder	Camera	5	0	0	N	N	awesome for the price	wasn't sure about the quality, but after one video, found it to be just fine...wouldn't have thought it was any other camera.  soooo easy to use and I like the feature that when you stop it makes a new chapter, but you can turn it into one video.  And, I have nero and was able to make it into a complete movie and download it to a dvd.  awesome...I'm so glad I took a chance and bought this!	2008-04-28
US	27402500	R3FZ9O5PPOL28I	B004VC4LUS	873359248	58mm Altura Photo Essential Accessory Kit for Canon EOS Rebel DSLR Bundle with Altura Photo Fisheye and Wide Angle Lenses	Camera	5	6	6	N	Y	Love all the options available in this kit!	Bought it for my wife and she loves the kit. Everything is wonderful. It is nice to have all the different lenses available to use. The lens filters are perfect for every picture we took. Used the Tulip Flower lens hood at a Softball tournament where it was sunny, and had great pictures taken all day. The super wide angle and the telephoto lenses did exactly what we expected them to do. Every lens and hood, attached on the camera with ease. The cleaning kit was perfect to use because of all the dust at the ball park. I highly recommend this kit.	2012-09-04
US	48750262	RCOGOTE2TNOSE	B00MVMPGCW	414920723	Powerextra 12V 2350mAh Replacement Canon NP-E3 NI-MH Battery Pack For Canon EOS-1D EOS-1D Mark II EOS-1D Mark II N EOS-1DS Camera	Camera	5	0	0	N	Y	Five Stars	Fast shipment would buy again	2015-04-10
US	44775645	R1GV124M832YA7	B004LEAYXY	68422745	Neewer TT560 Flash Speedlite for Canon Nikon Sony Panasonic Olympus Fujifilm Pentax Sigma Minolta Leica and Other SLR Digital SLR Film SLR Cameras and Digital Cameras with single-contact Hot Shoe	Camera	5	1	1	N	Y	Good flash for price.	Good flash for the price.  I use off camera flash for portrait work and this flash works well in the studio.  I shoot speed lights beacuse they are easy and much less expensive than full studio strobes.  The results are comprable.	2014-12-14
US	36101103	R185LAI0IXVF32	B001B3MABM	170729517	Buffalo Bills Fuzzy Dice	Sports	4	0	1	N	Y	Fun for gifting a football fan	These are really fun to gift to a true football fan!  Very bright - nice size - displays pride in your team!	2011-07-06
US	38851472	R1NSVHH7UDIK0V	B001GZXNSY	969684571	CW Multifunction Pedometer by Health Pedometer	Sports	2	0	0	N	Y	Several arrived and didn't work (about 4 didn't work). ...	Several arrived and didn't work (about 4 didn't work).  They don't log steps, only mileage.  Overall ok, but, I wouldn't buy again.	2015-08-31
US	39178129	R3JAJBPAN281MT	B00005BU4T	181651167	Rawlings Glovolium Blister Pack	Sports	5	4	5	N	N	Great Glove Treatment	This glove treatment is great for breaking in and making your glove look new.   It makes the leather look new and strengthens the laces! definetly woth the money!!!	2011-12-27
US	34253745	R5Q65GRJPPOVG	B008G1V5JA	739918565	Paris Tack Fancy Stitch Padded Leather Adjustable Horse Halter	Sports	5	0	0	N	Y	Superior quality leather halter.	Wow this halter is terrific. So well made. They made several adjustable spots that don't normally come on halters. Perfect!	2013-12-17
US	41994150	R3BIZOVQQZARGJ	B0038OXS9K	750529683	Browning Tactical Hunter Alpha Max Light, Black	Sports	3	0	0	N	Y	Nice light	Nice little light although it's not worth $35.00.. Probably worth about $15.00. I thought it would be bigger and brighter.	2014-05-24
US	877171	R7AZBMFTBVMOW	B002YLXD3Y	78352684	Nike 2015 Dura Feel VIII All Weather Mens Golf Gloves Left Hand (Right Handed Golfer)	Sports	1	0	0	N	Y	Nike	It ripped first day of use. I give 2 stars only because I like the look. Not very &#34;dura&#34; ble	2015-07-22
US	30907032	R34URWQIPHLZPS	B009DIXZUC	304483148	Sticky Holsters MD-2 Medium	Sports	5	2	2	N	Y	Five Stars	This holster worked great for my M&P Shield. I would highly recommend.	2015-05-04
US	13515173	R2QS6KPYZ8ZUPD	B0002IKQBS	73560609	"Bushnell Banner Multi-X Reticle Riflescope with 6"" Eye Relief, 3-9x 40mm"	Sports	1	9	12	N	Y	broke after several trips to the range	"I purchased this scope along with the [[ASIN:B000R7872Y Aim Sports M44/Mosin Nagant 91/30 Scope Mount (Short)]] and a [[ASIN:B001WJ67S2 AccuShot Premium 1-Inch Weaver Style See-Thru Medium Profile Rings]].<br /><br />The scope is just the right length for my rifle. It sticks out far enough that it's no problem sighting it in, but in far enough that it's no trouble cycleing the bolt.<br /><br />It also works well for my S&W m&p 15-22.<br /><br />UPDATED 1/6/2014:<br /><br />After several trips to the range, this scope would no longer hold center. I was shooting at a target 50 feet away and the POI were about 6\\"" appart, and not grouped at all.<br />This scope was being used on a .22, so high recoil is not the problem.<br />Also, this scope was not dropped, or abused in any way; I also don't think it was damaged in shipping.<br /><br />I'm going to try to return this, because I think this scope was a lemon.<br />I will update when I get to try the replacement."	2012-11-23
US	27611453	R1WYMGOFYDV07J	B003OUHZCY	331687565	MaryKate Spray Away- 1 Quart All Purpose Cleaner	Sports	5	0	0	N	Y	Five Stars	a wonderful product and a speedy delivery	2014-07-04
US	49116735	R11RAUHFV1PVQA	B0001Z816Y	224089916	Sea Window Calypso snorkeling raft	Sports	5	0	0	N	Y	SUPER!	Great for kids to have a chance to snorkel before they know how to use a mask and snorkel.  LOVE IT!	2013-10-09
US	11132096	R6AR2HHLXX3X5	B001IPKL7I	50267336	Ka-Bar Becker BK9 Combat Bowie Fixed Blade Knife	Sports	5	0	2	N	Y	It slices..it dices...	This a very well built, tough knife. I accidentally cut a palm that was about two inches when cutting a frond. The blade comes plenty sharp. Feels good in the hand and overall a great knife.	2011-09-04
US	12837653	R2PRGEO8G7JX4X	B004MX3MYC	667147138	1x30 True Fiber Optic Green dot sight sighting system	Sports	1	1	5	N	Y	crap	do not buy this. you can not see the dot at all.<br />you l only waste your money and time on this irem	2013-04-20
US	45985865	RTV2A2PHSIY1H	B000G95ZEG	651950971	Nc Star Drop Leg Holster/Mag Holder (3 Piece)	Sports	3	1	1	N	Y	Good while it lasted	I purchased this item before now and was very pleased with it. when i purchased this item a gain it was a pice of garbage. It was soothing out of the ordinary meaning of the good one i got the first time. When i was running around with it i tripped and fell ( no damage to me) but the holster seemed good for the next five seconds. Then, the leg strap came off the holster, so that the holster was winging by the support rope on my belt. I was so mad i could barely talk. I think it's still a good product, but they need to have better quality checks before this product goes out for use. If bought be careful with it.	2012-06-01
US	26442012	R3F1G58JFTZXWQ	B00FX0S4B4	213757058	"BalanceFrom C400BLK High Accuracy Premium Digital Bathroom Scale with 3.6""/X-Large Backlight Display"	Sports	2	0	0	N	Y	I laid it on top of concrete and kept getting ...	I laid it on top of concrete and kept getting different numbers every time I stepped on the scale within a few seconds, sometimes it would be a 5 pound difference. Will be returning this.	2015-01-19
US	36328912	R29JR4R7V4RBNW	B003NW0JCQ	63977470	Tone Fitness Walking Dumbbells with Handles, Pair	Sports	4	0	1	N	Y	Four Stars	Great quality and grip.  I used these dumbells for Zumba class.	2015-05-16
US	18185076	R1VG2JKA8OD8ZM	B00BBS3FM0	181569530	Next Level womens Next Level The Jersey Tank(3533)	Sports	2	0	0	N	Y	This top was WAY too small. I ordered a ...	This top was WAY too small.  I ordered a 2XL (normally I'm a L/XL), and I could barely get it on.	2015-04-24
US	15389460	RYJL78Z9BPTWE	B0015Z8Q0U	946553424	Cold Steel Latin Machete	Sports	3	3	3	N	Y	Latin Machete	The CS Latin Machete came without a sheath.  It's sold two ways by CS:  with sheath and without.  The blade itself is functional but no more than that.  The handle is poorly done.  It's thin with a molding injection seam were your hand will be.  You'll be wearing gloves; however, I also suggest you use a covering for the handle (bicycle innertube) for added cushion.  If you plan on using this often, I would suggest you find another machete with a little more weight and comfort.	2010-11-14
US	15015615	ROHDSPUPQVGPE	B00AU6L3SW	883355726	Coleman NXT 200 Grill	Sports	1	3	5	N	Y	Temp gauge is nice but either you cook at 500 or 350 with ...	The wheel axles (cheesy bolts) welds break off inside the tubing making the wheels unable to roll and they flop over with negative camber. I thought it was just mine until I came across another camper using one and  I asked what he thought of his grill. He had the same issue with the wheels and paid a welder to fix it for him.  We also have the same problem where the temp is high or medium with no variable flame control. Temp gauge is nice but either you cook at 500 or 350 with the lack of lower flame...	2015-01-05
US	20251661	R32EKKG2BQF87E	B001FSZSSK	405420409	NFL Team Lanyard with detachable clip/key ring	Sports	5	0	0	N	Y	Raiders Fan	A gift for my anniversary my Sweety surprised me with it even more, love it all the way, Raiders Fan 1.	2013-07-06
US	17028327	R2ZP294RNF2CUQ	B00E2TYWFO	301589978	Fitletic Smart Phone Arm Band with Window	Sports	5	0	0	N	Y	Five Stars	Great! It fits my iPhone 4S with a small cover on it as well!	2014-09-23
US	13832107	R3B05V0M9125Z1	B00IJ0XWOE	764750029	CMP Static Target Stand	Sports	4	0	0	N	Y	Great Stand!	Excellent target stand.  Heavy but can withstand the punishment.  One pass through with my AR but the target stand appears to be okay.	2015-06-02
US	25098035	RDLQZNG4XPQF6	B003XOPW3K	453657910	Minnesota Twins YOUTH (Ages Under 12) Adjustable Hat MLB Officially Licensed Major League Baseball Replica Ball Cap	Sports	5	0	0	N	Y	Nice hats	Bought for 10 year old ti grandsons.  They fit nice and the boys love them. Ready for a twins game.	2014-06-23
US	20052280	R15LPFOX4PCJDZ	B004R7JF9O	755500059	Elk Ridge ER-059 Series Fixed Blade Hunting Knife, Straight Edge Blade, Wood Handle, 7-Inch Length	Sports	4	0	1	N	Y	Four Stars	To be a Christmas Gift for a Boy Scout...	2014-12-05
US	25526215	R13Q454CX96C49	B0049EE6E4	708611183	Valor Fitness EQ-1 Wooden Balance Board with Non-Slip Pad	Sports	5	0	1	N	Y	You'll be sore all over!	Love it! It has helped strengthen my knees and core balance, and you might even find yourself doing an occasional stunt. I'm closer to 60 years 50,and this has turned out to be a fun balance/stretch/exerciser. Hold onto the sink area for balance when first starting out. Learning curve is quick-your body automatically helps keep you upright. Using it to strengthen my quads be be ready for bilateral knee replacement, has no impact which is great when the meniscuses are not existent.	2015-02-17
US	25454639	RQFUHEURR6K4L	B00UO77PNO	26141561	8 - Foot Rip Resistant Pool Table Billiard Cover, Several Colors Available	Sports	5	0	0	N	Y	Five Stars	It was better than I expected	2015-08-30
US	27602572	R2NDJ77JRQ6TFF	B00B7PAYUS	376906445	Zensah Compression Leg Sleeves – Helps Shin Splints, Leg Sleeves for Running	Sports	5	0	0	N	Y	not a cure, but pretty nice	These are pretty great, nice to wear while I'm at work and just sitting down at home as well as when I'm working out.  It is by no means a cure for shin splints, but it helps with the compression part, mine haven't gotten any worse since I got them.	2014-09-11
US	44522423	R1JUL2Y28YJ961	B003RXFHBO	698228743	Mossy Oak Hunting Accessories Mossy Oak Buttstock Shotgun Shell Holder	Sports	2	1	1	N	Y	This works as intended but I did not care for ...	This works as intended but I did not care for it. It slid around on my stock some of the time and personally was not to my liking.	2015-07-13
US	25922340	R1TEYFHCCHQBTR	B002S7H920	246941453	X Rocker 5143601 II Video Gaming Chair , Wireless , Black	Sports	4	0	1	N	Y	Sounds good	I bought this chair for my 9 y/o. It was easy to put together and came with all the hardware needed. It sounded great, until the A/V jacks broke. It looks to be a pretty easy fix, but I just don't have the time right now. Not for an adult, buy the version with a stand if you are older then 15.	2013-08-18
US	11117470	RNQNZ3IHGT6M4	B00AU6JXOS	770004180	Coleman Signature Instant Dome 5 Tent	Sports	5	49	50	N	N	Helpful hints...	Got this, (I don't recall it being called &#34;signature&#34; though, it looks identical but I think the color scheme might be switched around, at any rate it is the single hub design), at Costco, for $79!  This is a very good recreational tent, really can't complain after one overnight use with my 2 kids. It is a great size for 2 or 3 people, more than that and you're cramming in.  Fit and finish are very nice, and when pitched and staked, it is a very sturdy tent. Not at all useful for backpacking any real distance, but easy for car camping or a short walk in. I saw one review complaining about moisture inside the tent, to combat this, you can either leave the windows and door open, or cease to breathe. It's condensed water vapor from your breath. It dried out in less than five minutes when I opened the tent up in the morning.<br /><br />First setup took 10 minutes to figure the thing out, but I believe now 60 seconds would be realistic (to set it up, another couple minutes to put stakes up). To set it up, you unfold it, straighten out the legs until they pop straight (no buttons or anything, and there are soft pads over the joints, i'm guessing they are there to protect the tent when it is folded up), the last pole over the door can be put into its sleeve before you straighten it out. Make sure all the little hooks from the tent are around the poles, they were already on on my tent. Then extend the ends of the four corner poles. They telescope out, which raises the tent. I didn't see the telescoping parts for a while and the instructions are bare bones, it wasn't obvious.<br /><br />I had never seen the self rolling windows before, and I really don't understand what the instructions are trying to picture, but basically they are flat springs that work like slap wrap wristbands. They come rolled up in the stake bag, I assumed they were tape or patches or something. To use them You open the Velcro opening under each window, straighten the roller spring completely, and push it up the channel. Then when you want to roll the window up, you just push it in a little bit to set the spring into action and let	2015-03-18
US	46241621	RIBL7T0ESJQ6X	B001443BUM	719739902	"Perko 12"" Bi-Color Pole Light Black"	Sports	5	3	3	N	Y	Five Stars	Worked great, just right height for clearing trolling motor	2014-12-30
US	31248081	RKOB79TFN8SL1	B00KYU8KTY	769667604	Copper Fit Original Recovery Knee Sleeve	Sports	5	0	0	N	Y	Copper knee brace	I see quite a few negative comments for this product but I was pretty satisfied with mine.  Nothing extraordinary about the product but it did what it claimed to do just fine.  I will probably buy another pair for my other knee in the near future.	2015-04-13
US	46965595	R2PTPG1KE8XCRU	B000A0IKF2	411591540	"Intech Golf- 2 3/4"" Wood Tees (100 Pack)"	Sports	5	1	2	N	N	golf tees	Good value for price over what is in the local sports store. I mean they are just golf tees. They hold my balls up real well.	2011-07-26
US	19246243	R16EYZ6XY9L1O4	B003NFI092	156710823	Ultimate Arms Gear Tactical 4 Reticle Red Dot Open Reflex Sight With Weaver Pica Tinny Rail Mount	Sports	5	9	13	N	Y	Awesome sight	This is by far the coolest sight for the price. I put this on my JG M4 Carbine Airsoft rifle and the accuracy is no joke. I sighted in my gun with this sight and produced consistent results.  It's incredible how accurate it is. The four different reticles are awesome as well. I use different reticles for different shots. Very good product, no complaints.	2010-09-13
US	31233465	RSUG9LI6H52NS	B00L1H2C20	891279281	Best Heavy Duty Lifting Straps Neoprene Padded 1 Pair Wrist Wraps & Rubbery Grip Support Straps with Cotton Coated Rubber on One Side	Sports	5	0	0	N	Y	Work well for me	Excellent straps. Would definitely recommend them	2014-11-29
US	33390318	RLOKK0P1JU92C	B00AU6E4G0	444113223	Big Game Treestands The Pack 'N' Pull Game Cart	Sports	4	0	0	N	Y	good cart to buy	good cart to put together seems like it may work girlfriend pulled me around and I weigh 212 pounds . seemed like the handles work good .only thing I am worried about is the caps on the tires ,may come loose sometime in the future	2015-03-04
US	50849445	RP8E9Z22KC0P7	B00IBMIXVC	258679942	"Auburn Tigers Theme 2"" Silver Tone Hoops with a Pieced Orange and Blue Tiger Sliding Accent"	Sports	5	0	0	N	Y	Super cute! Quick delivery	Super cute!  Quick delivery.	2015-04-15
US	45246749	R2ZX6A3ARRP2P	B002IZFSDE	40119216	Quicksilver MerCruiser Aluminum Anode Kit	Sports	5	0	0	N	Y	worked good	i used it on an complete rebuild of a mercury lower.<br />using youtube for info and a book to see the process i finally figured it out	2014-02-04
US	39212448	R30OL1PV5JD4KS	B00JK4TBLG	932188927	MLB St. Louis Cardinals Fathead Fat Dots Button Decals	Sports	5	0	0	N	N	THE PRICE!!!	I don't own these but dear lord $72.99 for 5 dots that's outrageous	2014-11-30
US	22872413	R3L44TL6OSYXM6	B007LX6MPG	603327181	Air Stability Wobble Cushion, Blue, 35cm/14in Diameter, Balance Disc, Pump Included	Sports	5	0	1	N	Y	Does what it's supposed to.	Works great and is fixing my posture!	2015-02-12
US	7552202	R2ZGAAXH5EOFVK	B0042G1UW0	758589767	Black Law Enforcement Tactical Equipment System	Sports	1	1	1	N	Y	... the product is as advertised but the smell is horrible. I can't tell if it is mildew or ...	Shipping was fast and the product is as advertised but the smell is horrible. I can't tell if it is mildew or ink but it is terrible. It has been outside in the sun and rain hanging on a clothes line for over a week and we can still smell it from 3 feet away. The product looks good but the smell is horrible.	2015-04-16
US	50625232	R7SLABZ2R2KWE	B003OAMKYW	226592474	South Bend Bank Sinkers	Sports	1	3	16	N	Y	Not as advertised	Be aware that this is not a bag of 16oz bank sinkers, as shown.  What I actually got is a bag containing 16 one ounce bank sinkers.  The seller granted a return, but the cost of shipping and the hassle involved leads me to cutting my loses now.	2012-03-28
US	39985721	RIY15ODJEZ0LB	B00MJXMZMM	992031223	Sun Mountain Golf 2015 C-130 Cart Bag	Sports	5	0	0	N	Y	Well constructed bag. It has met my expectations, ...	Well constructed bag.  It has met my expectations, which were high because it is a premium priced bag.	2015-06-10
US	51465216	R25VPWDHB6ABMW	B00KW0GS2W	310484708	Tommie Copper Men's Recovery Refresh Knee Sleeve	Sports	5	0	0	N	Y	Five Stars	Great fit, good feel. Well worth the price.	2015-01-25
US	10765597	R3N85WNJABTYZQ	B000GTQ6U8	861839204	Sandmaster Footbag - Assorted Colors	Sports	2	0	0	N	Y	Great For About 2 Weeks	Good weight and easy to do tricks with but durability is what hurts these sacks.  Since they only lasted 2 weeks I can't say you get your moneys worth which is too bad because they really were nice.	2013-03-03
US	29559771	R26H1R94F0H87F	B00A9NHGB4	394879281	New Lightweight Ploartec Underwear	Sports	5	1	1	N	Y	I love em	Exactly as described. I haven't worn them yet as it's getting nicer outside. I did however thought they would be more form fitting and not baggy but i'm perfectly happy with them.	2014-05-20
US	13610336	R2SL6XG5LL73TZ	B002TML59W	625706932	Canterbury 35mm Genuine Leather Belt	Sports	4	3	3	N	Y	Sharp, Professional Looking Belt	Exactly what I was looking for: comfortable, classic style, high quality materials.  I was looking for something nice that I could wear with my suit to court, and here it is.	2012-01-09
US	50851959	R2PRVTFFKFVML0	B00EJX6EEA	709686476	"Fab Defense Mako FDE Flat Dark Earth MWG Magwell Mag Well Texturized Grip Funnel AR15 M16 M4 + Ultimate Arms Gear Rifle/Shotgun/Pistol/Gun Care and Reel Silicone Lubricated Cleaning Cloth 12"" x 14"""	Sports	5	0	0	N	Y	Feels and looks great!	It hooked up to my AR perfectly and very clean.  Cant wait to use it this weekend.  I already know it's going to be very comfortable as I usually grab the magwell while prone with a bipod.	2013-12-16
US	22116671	R21NOYAE9BAUQY	B00KVKOFTQ	465616984	Under Armour Take A Chance Tank - Women's	Sports	5	0	0	N	Y	I absolutely love this shirt	I absolutely love this shirt!  Its so versatile with the open back, you can leave it open which is very fun or tie it up for a more conservative look!	2015-07-23
US	49489279	R2MJPR46O3T3VM	B008BSOKMM	88566118	BSI Prestige Series Double Ball Roller Bag (Black/Silver Logo)	Sports	4	0	0	N	Y	Fantastic!!	I bought this for my boyfriend for Christmas.  He needed a replacement for his old bag.  We were both pleasantly surprised to see all the extra room in this bag! Highly reccommend	2014-01-09
US	5136110	R2O98FQA6DHD43	B00A3X1NE6	678049434	Duracoat Shake N' Spray 4oz Kit	Sports	2	2	6	N	Y	Chips	Ordered dura coat finished my pistol, had a lil bit of clearance issues on slide and barrel and a few chips on the final out come, I have enough to redo my gun I jus don't wanna due to it being a pain in the ass, I wasn't greatly impressed, especially considering I paid $50.	2013-03-20
US	10332808	R1DARIV01Q5HEZ	B008S0ITOS	260759406	Flat Digital Antenna VHF/UHF Flat Digital Antenna VHF/UHF	Sports	5	4	4	N	Y	works perfectly, easy to hook up.	I use this antenna anytime I lose my cable signal and it works great.  its very easy to install and came with easy to read directions.  A must have for anyone with satellite or cable as a back up.	2013-02-05
US	28280894	R2ZECJ0H1OXGVU	B001TE5LCI	237015776	Hogue Sig P228/P229 Grips (Checkered Aluminum)	Sports	5	1	1	N	Y	Should have bought these sooner	Love these grips, really provide a solid grip on the 229. In cold conditions it makes your hands feel cold, but it's a good trade off	2015-03-22
US	30581280	R1JUAVD4NZL7I2	B00G3MGSGO	230463511	"Tactical Ambush 16"" Chrome Lined Barrel"	Sports	5	0	0	N	Y	Nice barrel from a nice company	Nice barrel!  It installed fine and looked to be in good shape out of the package. I haven't shot it yet, but will edit after I have. Crome job looked good as well.	2014-01-03
