marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	14225483	R2FDG2FZ10MR0U	B00NKFU4E4	854703724	"YogaAddict Yoga Mat Tote Gym Bag ""Supreme"" With Pocket & Zipper, 28"" Long, Extra Large, Fit Most Mat Size, Compartment for Yoga Block, Easy Access"	Sports	5	0	1	N	N	One-Bag-Fits-All	YogaAddict products continue to impress me. I have been practicing yoga for about eight months now and this bag allows you to carry everything you need...and more! The bag itself is durable and built to last. You can carry it over your shoulder or as a crossbody, whichever you prefer. The outside has two large pockets and a place for your water bottle. Most bags I see only fit the small plastic bottles but I was able to fit my Nalgene in here which was impressive! The outside pockets could easily fit workout clothes, towels, a tablet, phone, keys, whatever you need to throw in there. The inside of the bag fits my full size yoga mat with room to spare. I definitely could have fit shoes, towels, or a change of clothes in there no problem. I love that this bag is big enough to fit what you need inside so you don't have to carry multiple bags. I would highly recommend this bag for my fellow yogis!	2015-04-03
US	51205855	R2VFE3X5MGO0FI	B00J39OM2Q	296753896	BREWSKI BROTHERS Beer Pong Balls (Pack of 144), White	Sports	5	0	0	N	N	Beer Pong, not Ping Pong.	Note that these are &#34;Beer Pong&#34; balls - not regulation ping pong balls. They are not going to work well in a ping pong game, and would be rejected in a tournament. I'm sure you could play with them, but I think it wouldn't be as good. They are not as hard as a regular ping pong ball, but still bounce fine.<br /><br />But they don't claim to be ping-pong balls. I suspect they'd work fine for beer pong. (note: I'm not a beer pong expert. That's a guess).<br /><br />Me, I bought them to make a ball pit for my cat. Worked great for that.	2015-07-31
US	35561164	R2FWXQDU0S9VUF	B000EHYZOG	322751673	Buck Knives 393 Omni Hunter 12pt Guthook Fixed Blade Knife with Heavy-Duty Nylon Sheath	Sports	5	2	2	N	Y	Great American Knife, Great Price	I held off on reviewing this knife until I got a chance to use it field dressing a deer, and I love it. The knife is razor sharp right out of the box, and the guthook works very well, really cuts out the worry of overpenetrating when field dressing.  Just make a 1-inch cut and the guthook does the rest. The thumb grooves and ridges on the back of the blade make this knife comfortable to hold in any way you will need to when using it.  If you're looking for an affordable hunting knife that will get the job done, this is it.  Best of all with the fixed blade, this thing is very easy to clean.	2012-11-19
US	45074009	R36QXETBAWU3ZA	B001PZ46F4	495401677	Boston Red Sox Socks Logo 12 Ounce Wine Glass	Sports	5	0	0	N	Y	Red Sox Wine Glasses	This is the second pair of Red Sox wine glasses I ordered.  Perfect size.  I will give these as a gift.	2014-02-02
US	14836426	R2RO7KNWL4OA14	B003J9E6B8	445520053	CAP Barbell Enamel Coated Cast Iron Kettlebell	Sports	5	0	0	N	Y	Simple & Effective	A steal for only $35 on sale. Good quality kettle bell and versatile workouts.	2015-06-24
US	49983709	R3HYW8XSKQ4LL4	B002ZTJTHO	326362302	NFL Washington Redskins Oversized Buckle	Sports	5	1	1	N	Y	awesome	I give this to my manager as a gift, and he really really love it, his a number 1 fan of red skin, and it's really really looks awesome	2013-07-11
US	44567024	R3W39RIRKU0ZBL	B005ADQBMS	763309806	ASICS Men's Interval 1/2 Split Shorts	Sports	4	0	0	N	Y	Great shorts! Just wish there were a small pocket	Great shorts!  Just wish there were a small pocket.	2014-11-07
US	28398083	RMH5L5Q8YJWRU	B0016SCIJ6	282205060	Edge Innovative Hunting Yote Coyote Hunting Decoy	Sports	2	0	0	N	Y	Gave this to a friend and bought a better one.	Kind of cheap product.  Gave this to a friend and bought a better one.	2014-08-11
US	22995035	R2WDFI0T8ZNDKM	B0043X591U	62913957	Fitness Republic Pilates Ring (Pilates Reformer / Exercise Ring / Pilates Circle)	Sports	3	0	1	N	Y	Not as strong as balanced body's ring- it crackles too ...	Not as strong as balanced body's ring- it crackles too hard with a tight squeeze- even tho you don't have to squeeze hard, people do.	2015-07-13
US	36906554	R1NN1P6WNIJX1Y	B008UXQFWG	26261658	NFL Baltimore Ravens Mini Mascot Pillow Pet	Sports	5	0	0	N	Y	Good buy	Great product and great price.  Exactly what I was looking for.  Smaller than the standard pillow pet but great substitute for the Ravens fan.	2013-04-25
US	19772562	R3CXW7GHFL85K2	B0013R67A6	108309664	Hoppe's No. 9 Lubricating Oil, 14.9 ml Precision Bottle	Sports	5	0	0	N	Y	Lubricating oil	sleek lines,great engineering and fuel efficient.....UH its just oil but useful with the needle type applicator. Handy for a quick shot of oil at the range.	2012-02-08
US	44972075	R34EHG6USCX6LU	B001NGBFKY	758892874	Adidas WTF Approved Fingerless Taekwondo Hand Protector - White	Sports	5	0	0	N	Y	Really great	Really great, feels great hiting you opponent. And is really confort in your fist. I should have buy 2 pairs	2014-02-02
US	1546317	R1W6NWYJ3TDNPP	B00R3NLSC6	385143151	CCS Harness with Pull Strap	Sports	5	0	0	N	Y	Great Product I train Elementary to High School age kids ...	Great Product I train Elementary to High School age kids in Speed & Agility and this harness fits every athlete perfectly.	2015-06-12
US	15648035	R1FLH44U86VGPY	B002SGO2VW	333438959	Rothco Vintage B-15A Bomber Jacket	Sports	5	8	10	N	Y	Nice quality	Very comfortable fit and looks nice. The arms are long enough that it doesn't bind when you reach for something. The cotton shell isn't waterproof but I prefer it over the more common nylon jackets. The fur collar is kind of a joke and jacket isn't heavily insulated, but as long as the temperature doesn't get too low it works pretty well. I bought this one to replace one just like it that I have been wearing the last few years that is getting just a little ragged.	2013-03-21
US	13007062	RJ7ETHENIWS1I	B00023RC9M	399772131	Lifetime In-Ground 54-Inch Steel-Framed Acrylic Basketball System	Sports	4	1	2	N	Y	Good to go so far!!	I installed this about a month ago and so far, so good.  Nothing major good/bad to report.<br /><br />The box was pretty beat-up through delivery, but for the size, I somewhat expected it that way.  None of the pieces/parts were damaged as they were packed well.<br /><br />Assembly was rather straight forward.  Just be warned that there are a few pictures where they updated the hardware but not the pictures.  The hardest part was actually installing the fully assembled backboard into the pole that was previously cemented.  They recommend 4 adults for the process  but we actually did it with three, but it was rather awkward.  Our yard has an instant grade upward off the drive, so that made it more difficult as there was no good place for ladders.<br /><br />As far as pieces/parts are concerned, I was missing the shock bellow.  Instead I received a plastic sleeve that fit over the shock but needed bored a bit to get the bolts through.  Nothing major but an FYI for others.<br /><br />Up/down maneuverability is tremendously simple.  I was surprised how easy the backboard adjusted up/down.	2015-06-27
US	46859518	R3ILSZP7Z6L1C	B004USNC26	247509408	"NCAA School Spirit Plush Raschel Throw, 50"" x 60"""	Sports	5	1	1	N	Y	got it for my brother	my brother cant stop complimenting me on this blankets softness he loves it better than his cowboys blanket that's a good thing i guess	2012-12-30
US	41631627	R39UFZ7Q97X4PP	B00CQI0JSC	168055475	Zumba Fitness Women's Shake Your Shuttle Capri	Sports	4	0	0	N	Y	Nice pants	The pants fit good but they are a little bigger in the waist then I expected. Otherwise they fit great and it's a keeper. They are perfect for my workouts since I don't like wearing long pants.	2014-01-22
US	49408565	RW9F44SECGEB6	B00J3ZXF0U	852033913	Viking Solutions Rack Jack	Sports	5	0	0	N	Y	so it must be good!!	My husband loves this product...so it must be good!!!??? LOL	2015-02-19
US	51428837	R14GP6B6SR7323	B001WJ6908	667571525	"UTG 1""/2PCs High Profile Picatinny/Weaver Rings"	Sports	5	1	1	N	Y	Great buy	I was worried about quality and strength of these since i was putting them on a .338 win mag but they have held up great my scope stays zeroed an many more tasty deer will be shot while im looking through the scope thats mounted on these.	2012-10-31
US	30460927	RI4M0YAAO69QF	B00FCT35PG	889688700	Massage Hoop Hula Hoops 1.5kg Heavier Type Hula Hoop for Fitness Exercise Six-section Hula Hoop Detachable/high Quality / Comfort Hula Hoop (Pink and Gray)	Sports	1	0	0	N	N	One Star	Wouldn't stay connected, falls apart when hooping.	2014-09-29
US	5819257	R21GSSCT3QFJN6	B00L03MDOM	636685879	Bikram Hot Yoga Towel - Microfiber Non Slip Skidless Yoga Mat Towels for Yoga, Exercise, Fitness, Pilates	Sports	4	0	0	N	Y	Highly suggest buying this hot yoga towel!	Great towel! I go to hot yoga 2-3 times a week and have not used a better towel. It grips very well, and rarely do your feet/hands slip on the materials. Definitely a great purchase for the price!	2015-03-26
US	42446537	RLGT1HH8EXMW8	B006LP109S	27629367	Warrior Nemesis Lyte Hard Mesh Mens Lacrosse Complete Goalie Stick.	Sports	5	0	1	N	Y	great deal	I bought this for my son, and he loves it. The price was good too.	2014-10-30
US	31314625	R2P13X1F6VH3IS	B002TUSJIY	408199061	UTG Airsoft UHC 1911 Pistol	Sports	4	6	8	N	Y	Good gun, some flaws stop it from being great.	I've owned this specific gun for awhile now, and it has come in handy in my friends VERY small basement. We both agreed only spring pistols when we played, otherwise we would have extremely massive welts. He used a tiny stub-nose and I had this beast. I won all 3 games. We had originally planned on playing 10 games but in the final game I shot him in his scrotum. He wasn't very pleased. There are a few flaws though - When I first got this, I tried shooting a few pellets to get used to it, and it jammed up quite quickly. It needs to be lubricated before even shooting. I was able to eventually get the BB out by heating up a skewer and stabbing the BB, waiting for the plastic to melt, and pull it out. All in all, it took 1 hour and 35 minutes. 1 hour and 34 minutes I didn't need to waste if I had just lubed it. Also, a few days ago the inner 'outer' barrel (the barrel that isn't silver and 6.00MM in diameter) randomly popped out. This is also what you see when you cock it, and there is a slide that pops back, as it does have an open ejection port. At first it looked cool, almost like a silencer, but when I shot it, I knew I had to get a new gun, because the BB's would sometimes hit the 'silencer' and spin off course, and lose a lot of speed. I went on to buy another because, along with a new gun, I would like a second magazine, so I may as well hit two birds with one stone. A final note about the magazine; It may rattle like a b****, but you can fix that by tightening the outer screws.    I doubt anyone read that whole review...	2010-02-10
US	26606905	R2NKVJN299812G	B002QZ1RS6	82603157	INSANITY Base Kit - DVD Workout	Sports	5	0	1	N	Y	I purchase used item and it has held up	I love the sweat I gain from these work outs. I received the full deluxe package. Great workout. You will need to be determine and moderated	2013-08-29
US	21674615	R3T76KCDO6BD1M	B00BPVZKNA	501075096	Desert Fox - Axis Pin Retaining Plate For Rifles	Sports	5	0	0	N	Y	Five Stars	Item as described, impr4oves function of pins and prevents future snapping of Shepard crook.	2015-06-02
US	17424444	R1MQQNMK79D6V2	B00CH9N4CS	10639177	I Love Guns & Coffee T-Shirt, Black, X-Large	Sports	3	2	2	N	Y	Only thing I would say for the money is I had expected a better quality T-Shirt than the one i got	It did shrink a little from the original size but was ok for me as it came up big. Only thing I would say for the money is I had expected a better quality T-Shirt than the one i got.	2015-03-12
US	31662917	RSMD9MLY6ATKD	B005FIS14Y	476143026	Fat Gripz - The Ultimate Arm Builder, Blue	Sports	5	0	0	N	Y	Lead	I am the only one in the gym using them and that is ok by me since I am a leader. I like the feeling of the grips and having more area to hold onto. The bench seems more secure as does ever thing I grip to .<br /><br />I am not sure yet if I am getting bigger from them but my guess is that I am. Since I have that mind muscle connection going. I hope to get bigger from them I use them every gym session.<br /><br />They are good quality and I can see them lasting for a long time so you will get your moneys worth from them. I pull them off and on and the are not all stretched open yet.	2014-08-16
US	16350019	R13NA7MH2M3IWF	B001AMHB7W	488232428	Pool Table Accessory 32 Piece Kit- Billiards Balls, Cues, Stick Repair, Roman Rack, Table Brush, Table Cover, Tally Bottle and More by Trademark Games	Sports	5	0	0	N	Y	Great item	Everything you need to begin playing. We love it! Pool sticks are great quality and it was a good price for all the things you get.	2012-11-19
US	26259481	R25LICKTGSAMRR	B00801MM5C	157958375	TAM Field Book Cover, Zippered Military Green Book Memorandum Case with Checklist Organizer	Sports	5	0	0	N	Y	Nice Quality	Very nice quality. Only improvement could be that the velcro area be bigger to fit Name and Rank completely. The rank hangs half off the velcro.	2015-01-03
US	32821011	R1UTWH04SB66JZ	B0000C50K3	168874073	Hoppe's BoreSnake Rifle Bore Cleaner (Choose Your Caliber)	Sports	5	0	0	N	Y	Great product glad I fin bought it	I really needed this so much better than always having to use the rods	2015-03-24
US	51786670	R2WWHLYN6A4LBM	B001KPYVHC	107671908	Warm Furry Winter Ear Muffs	Sports	5	0	0	N	Y	Perfect Muffs	It was just what I was looking for!	2015-02-07
US	2578442	R23G3E5BL0JAC5	B00L7NROE4	397125956	Leader Accessories 12 Colors Available 4 Bow Bimini Boat Tops Includes Hardwares with 1 Inch Aluminum Frame	Sports	5	0	0	N	Y	Now this is what I call service	Everything I expected it to be plus more; Fast shipment, easy assembly, and looks and performs great.!	2015-07-20
US	20568863	R3G1W20M046CBE	B003CF2FBC	821874450	Foam Board for Ninja Rubber Throwing Stars (Stars Sold Separately !!!)	Sports	1	4	5	N	Y	Not what it says	This board does not work with the rubber ninja stars as indicated. Purchased for birthday party activity... one huge disappointment and a complete waste of money.	2012-12-01
US	32779481	ROWKM3PKOUWMS	B005A6B332	76216419	Cold Steel Pipe Hawk Sheath	Sports	5	0	1	N	Y	perfect combination extremely usefull	I am very impressed with how usefull it is.when I got it I ditched set screw like everyone does sanded for slip fit. It cuts deep and fast way out performing what I expected. I used it to clean up a tree that was chopped down and cut up. The beard hooked brush and pulled it free. And a whack into end of logs enabled me to pickup and move no bending wow so usefull. And I made a handle for it in about a minute from a limb. Worked like a charm. Minimal sharpening to get shavingsharp after 4 hrs work still sharp	2014-08-23
US	12992647	R396UMMABDOPUY	B0069DYVQQ	581438686	SKS Cleaning Rod	Sports	4	0	0	N	Y	End tip knocked off after shooting.	I don't know if this only happened to me or it's because it's not original? When I first took the gun out to the range to shoot the tip at the end was knocked off. I picked it up from ground and managed to put it back after heavily pounding it on steel. And it was knocked off again after another  few rounds. Hopefully some crazy glue will hold it in one piece.	2014-12-23
US	18606117	R2C6U0KWKY4WN6	B004DZAJP4	751532108	"Meister Adult 180"" Semi-Elastic Hand Wraps for MMA & Boxing (Pair) - All Colors"	Sports	1	0	3	N	Y	Cheap material	"You get what you pay for, these are really bad, the material is really bad, it does not strech, these are supposed to \\""Elastic\\"".  I would recommend pay a little more and you will get a much more usable product."	2012-11-16
US	2572272	RYONK40UY0E21	B00KQPA5R2	531652969	Michael Sam St Louis Rams Jersey Navy Blue Size 48 X-large	Sports	5	0	0	N	Y	Fits good, looks great	Got the Jersey, it's aswome.  Fits good, looks great, nice materal, probably the nicest jersey I've ever owned, and I've had a lot of jersey's.  Nike knows what they are doing.	2014-09-02
